,val_average_acc_mean,val_best_acc_mean,val_worst_acc_mean,train_head_A_mean,train_head_B_mean
0,0.2761266648769379,0.28148332238197327,0.26768332719802856,0.8219458836741973,0.4692691281696685
1,0.2581900000572205,0.2639666795730591,0.2543666660785675,1.3107066745311036,0.8407839140295985
2,0.30509000420570376,0.3075833320617676,0.30273333191871643,1.5389282631874077,0.9330144652724266
3,0.29586000442504884,0.31189998984336853,0.2865833342075348,1.6774230465292925,0.9613775596022608
4,0.2881633400917053,0.2927166819572449,0.2844833433628082,1.7709748718142504,0.9858453451097003
5,0.28988667130470275,0.2950666844844818,0.2833166718482971,1.8731931954622272,1.0012333892285818
6,0.34079999923706056,0.3436833322048187,0.3375999927520752,1.9696442574262623,1.007567215263842
7,0.3393933415412903,0.3442000150680542,0.33623334765434265,2.0820337763428696,1.0210585282742972
8,0.35340667963027955,0.35606667399406433,0.35056668519973755,2.181745177656411,1.0435389296710484
9,0.35913333892822263,0.3619333505630493,0.3564999997615814,2.234300568103788,1.0426724518835537
10,0.369760000705719,0.3734999895095825,0.3665333390235901,2.2821421602368326,1.0885751731693747
11,0.3774400055408478,0.3795333504676819,0.375983327627182,2.306109176278116,1.085803753733635
12,0.36981667280197145,0.3726833462715149,0.36845001578330994,2.3246153604984277,1.0992015998065465
13,0.3871733367443085,0.389683336019516,0.3856666684150696,2.337972507774828,1.11337945818901
14,0.4134566724300385,0.41530001163482666,0.4117666780948639,2.3486242273449847,1.1101232461631287
15,0.38268667459487915,0.38421666622161865,0.38040000200271606,2.356982229948043,1.129962591677905
16,0.39111666679382323,0.3921833336353302,0.39024999737739563,2.3592828246951094,1.1312030646204942
17,0.40770334005355835,0.4112333357334137,0.4063166677951813,2.379178948104382,1.1425174683332442
18,0.39909001588821413,0.4023333489894867,0.39693334698677063,2.391829110682011,1.142839564830065
19,0.4219766676425934,0.42373332381248474,0.42125001549720764,2.397341263294221,1.1420568209886552
20,0.4224900007247925,0.4237000048160553,0.4216333329677582,2.423900370895864,1.1645520140230656
21,0.4259866654872894,0.4272666573524475,0.42461666464805603,2.4346659913659106,1.1798322002589698
22,0.4238100051879883,0.42498335242271423,0.4228833317756653,2.4403107485175113,1.1762725371122371
23,0.42427666783332824,0.42518332600593567,0.42329999804496765,2.451009887754916,1.1790681619942176
24,0.43965667486190796,0.4414333403110504,0.4369833469390869,2.4602465072274184,1.1846773964166641
25,0.4101200044155121,0.4112333357334137,0.40915000438690186,2.4580800116062176,1.1919387893378741
26,0.4433766782283783,0.4445333480834961,0.4412333369255066,2.470058575570584,1.1851679828763009
27,0.4498800039291382,0.45071667432785034,0.44911667704582214,2.4740791550278676,1.1992398625612268
28,0.4385766744613647,0.43950000405311584,0.43763333559036255,2.480485727190975,1.2015148757398137
29,0.43455333113670347,0.435783326625824,0.4339166581630707,2.4889286872744565,1.2072551578283306
30,0.4518233358860016,0.45311668515205383,0.4506833255290985,2.511529524922372,1.217844099998474
31,0.44175000190734864,0.442466676235199,0.4414166808128357,2.5179328483343095,1.2309934848546982
32,0.45206333994865416,0.4527333378791809,0.45083335041999817,2.5251904991269103,1.2344675183296208
33,0.4548133373260498,0.45551666617393494,0.45419999957084656,2.5250118142366396,1.234893332421778
34,0.4684333443641663,0.46888333559036255,0.4679666757583618,2.5340893495082852,1.230935325026512
35,0.465886664390564,0.466949999332428,0.46363332867622375,2.539799326062202,1.243615530431271
36,0.45483334064483644,0.4553333520889282,0.45430001616477966,2.5416378316283232,1.2427020192146305
37,0.4624900043010712,0.4634833335876465,0.4608500003814697,2.54764927506447,1.244547029733659
38,0.47231667041778563,0.4732833504676819,0.4709833264350891,2.5513896179199267,1.2436498081684115
39,0.4619200050830841,0.46240001916885376,0.46096667647361755,2.5567999890446687,1.2463936439156538
40,0.4781633377075195,0.47901666164398193,0.4760500192642212,2.5594872766733148,1.257378022968769
41,0.47832334637641905,0.4793500006198883,0.4760500192642212,2.5639700293540915,1.246115487217903
42,0.47302334308624266,0.4740833342075348,0.4717666804790497,2.5720940274000146,1.2533768758177752
43,0.47217999696731566,0.4728499948978424,0.4715166687965393,2.572186309695242,1.2661874175071715
